iter	RMSE
214	0.04471015031
215	0.04466174119
216	0.04451318547
217	0.04445786498
218	0.04443673857
219	0.04430651753
220	0.04429545299
221	0.04424187452
222	0.04417548517
223	0.04409758634
224	0.04407966589
225	0.04403350218
226	0.04389531157
227	0.04377246982
228	0.04366939876
229	0.04363703479
230	0.04355743302
231	0.04350340868
232	0.04347081662
233	0.04341096537
234	0.04332011508
235	0.04326159385
236	0.04318885329
237	0.04309121673
238	0.04294102131
239	0.04282405129
240	0.04271611295
241	0.04268279626
242	0.04261827817
243	0.04258468568
244	0.04251243222
245	0.04247692182
246	0.0424649836
247	0.04236175903
248	0.04231767699
249	0.04222740753
250	0.04212109418
251	0.04201793124
252	0.04194432119
253	0.04189762204
254	0.04186098148
255	0.04180200232
256	0.04172949204
257	0.04165386548
258	0.04161953945
259	0.04154095522
260	0.04149367142
261	0.04138409105
262	0.04130582424
263	0.04123430677
264	0.04120892309
265	0.04112081531
266	0.041010483
267	0.04099520519
268	0.04097188444
269	0.04096164783
270	0.04093856216
271	0.04083198865
272	0.04077857669
273	0.04070084166
274	0.04061114934
275	0.04058907527
276	0.04050750728
277	0.04044538264
278	0.04036911037
279	0.04034618017
280	0.04030033785
281	0.04023629556
282	0.04015292115
283	0.04003789681
284	0.03994214198
285	0.03981988416
286	0.03974035775
287	0.03971668768
288	0.03963661473
289	0.03954947485
290	0.03943349008
291	0.03936825496
292	0.03931169466
293	0.03929104532
294	0.03917378785
295	0.03912870461
296	0.03909900916
297	0.03904189431
298	0.03887875924
299	0.03871531572
300	0.0386297155
301	0.03857542577
302	0.03851562763
303	0.03841972381
304	0.03834439136
305	0.03832501869
306	0.03831315072
307	0.03827859496
308	0.03821163126
309	0.0381159834
310	0.03810690135
311	0.03808589472
312	0.03807067024
313	0.0379994266
314	0.03793411799
315	0.03785982293
316	0.03778807415
317	0.03770497687
318	0.03761878876
319	0.0375053165
320	0.03746322946
321	0.03744663477
322	0.03737418591
323	0.03730453039
324	0.03720794252
325	0.03718918638
326	0.03718086443
327	0.03702240109
328	0.03697450646
329	0.03692503359
330	0.03687269544
331	0.03684885619
332	0.03683104007
333	0.03674060328
334	0.03666579525
335	0.03655343585
336	0.03648903468
337	0.03647038323
338	0.03645433796
339	0.0364455816
340	0.03639757835
341	0.03633746245
342	0.03628753084
343	0.03623386331
344	0.03618043547
345	0.03617360487
346	0.03614064574
347	0.03607400571
348	0.03604261938
349	0.03602620228
350	0.03592639555
351	0.03585468691
352	0.03578277612
353	0.03568646911
354	0.03565647738
355	0.03555850775
356	0.03551359226
357	0.03541906058
358	0.03540105968
359	0.03537644491
360	0.03536830738
361	0.03526836489
362	0.03522073935
363	0.03517648396
364	0.03509104289
365	0.0349635152
366	0.03495670967
367	0.03489801898
368	0.03483782909
369	0.03479500811
370	0.03472472189
371	0.03466687912
372	0.03457772571
373	0.03454424241
374	0.03452892341
375	0.03451502296
376	0.03446752182
377	0.03441554168
378	0.03437706713
379	0.03433802821
380	0.03427357278
381	0.03422037904
382	0.03418085741
383	0.03413478863
384	0.03409458066
385	0.03405735528
386	0.03398922373
387	0.03388395505
388	0.03384894979
389	0.03382910296
390	0.03375181585
391	0.03370146451
392	0.03368006756
393	0.03358352544
394	0.03356874929
395	0.03352797157
396	0.03344576488
397	0.03334958184
398	0.03331452161
399	0.03327823188
400	0.03319939073
401	0.03318397479
402	0.03307702399
403	0.03303184958
404	0.03295110344
405	0.03294403136
406	0.03288869508
407	0.03283733672
408	0.032710395
409	0.03264402014
410	0.0326034692
411	0.03255623609
412	0.03249313579
413	0.0324604603
414	0.03242702965
415	0.03236755514
416	0.03232816144
417	0.03228558886
418	0.03222495307
419	0.03218658828
420	0.03214885019
421	0.03211748798
422	0.0321002638
423	0.03205905162
424	0.03201229824
425	0.03184585676
426	0.03178328496
427	0.03173203153
428	0.03169685169
429	0.03160198246
430	0.03153357443
431	0.0315283856
432	0.0314842296
433	0.03144574416
434	0.03140979756
435	0.03137149045
436	0.03133736013
437	0.03128107348
438	0.03119514805
439	0.03112662627
440	0.03105063789
441	0.03092186273
442	0.03088950106
443	0.03087500969
444	0.03083678261
445	0.03072387316
446	0.03070342531
447	0.03068199679
448	0.03061614743
449	0.0305625318
450	0.03054912581
451	0.03053097934
452	0.03049090021
453	0.03048476466
454	0.03046176318
455	0.03043626566
456	0.03037989586
457	0.03034826983
458	0.03031155547
459	0.0302770145
460	0.03025246211
461	0.03016463057
462	0.03014047821
463	0.03007581729
464	0.03004041637
465	0.03000221677
466	0.02990626576
467	0.02990108129
468	0.02985011927
469	0.02981444624
470	0.02979049946
471	0.02975610212
472	0.02971121087
473	0.02969219648
474	0.02963083753
475	0.02959307353
476	0.02955280072
477	0.02954680649
478	0.02950434189
479	0.02943429143
480	0.02941604233
481	0.02936895632
482	0.02932835398
483	0.0293138555
484	0.02929081563
485	0.02927071566
486	0.02924172249
487	0.02921878491
488	0.02916459625
489	0.02913960895
490	0.02911343072
491	0.02906759105
492	0.02901530529
493	0.02901018261
494	0.02897267103
495	0.02892778332
496	0.02889131524
497	0.02884760034
498	0.02880218937
499	0.02876903406
500	0.02874458517
501	0.02869390823
502	0.02866217502
503	0.02865713082
504	0.02862657685
505	0.02862240429
506	0.02856293095
507	0.02853595578
508	0.02850336737
509	0.02847575837
510	0.02844716983
511	0.0283832089
512	0.02833362497
513	0.02830185817
514	0.02827515108
515	0.02826538073
516	0.02826020886
517	0.02822260514
518	0.02819179895
519	0.02815461023
520	0.02812526076
521	0.02811173018
522	0.02808997025
523	0.02804780331
524	0.02802084483
525	0.02798939694
526	0.02795221215
527	0.02791564609
528	0.02786542041
529	0.02783580104
530	0.02779992738
531	0.02775322951
532	0.02763152465
533	0.02762678857
534	0.02759683615
535	0.02751325138
536	0.02747131844
537	0.0274293378
538	0.02740960616
539	0.02739116374
540	0.02731708266
541	0.0271957482
542	0.02713784098
543	0.02711350586
544	0.02710773992
545	0.02704928342
546	0.02702073158
547	0.02697776427
548	0.0269531153
549	0.02687986112
550	0.02685683787
551	0.02683262264
552	0.0268077885
553	0.0267908308
554	0.02671835548
555	0.02668690607
556	0.02667306575
557	0.02664199714
558	0.02661563455
559	0.0265848887
560	0.02649438442
561	0.0264414172
562	0.02641230255
563	0.0264015754
564	0.02638484487
565	0.02628418351
566	0.0262383106
567	0.02621985332
568	0.02618522137
569	0.02614893446
570	0.02613052271
571	0.02609662037
572	0.02608439685
573	0.02606058803
574	0.02603232246
575	0.02600120948
576	0.0259592315
577	0.02593337457
578	0.02588401381
579	0.02585810665
580	0.02583332212
581	0.02582319297
582	0.02579595287
583	0.0257700884
584	0.02573187733
585	0.02569598552
586	0.02567809205
587	0.02565309182
588	0.02561824376
589	0.02560305669
590	0.02556071988
591	0.0255311129
592	0.02549877763
593	0.02547602189
594	0.0254466447
595	0.02541831443
596	0.02541564319
597	0.02541196682
598	0.02536042227
599	0.0253561474
600	0.02532020118
601	0.0252843513
602	0.02524406986
603	0.02522859477
604	0.02520994972
605	0.0252066531
606	0.02518112846
607	0.02517099592
608	0.02511854854
609	0.02506585743
610	0.02505504042
611	0.02501072452
612	0.02496935466
613	0.02496537883
614	0.02491600389
615	0.02490104126
616	0.02485008179
617	0.02483560459
618	0.0248075102
619	0.02476999753
620	0.02466987557
621	0.02466716998
622	0.02463493236
623	0.02461258559
624	0.0245861482
625	0.02455028992
626	0.02451514703
627	0.02444037844
628	0.02442388904
629	0.02436370732
630	0.02433302037
631	0.02431790237
632	0.02424264864
633	0.02420838702
634	0.02420523966
635	0.02418270738
636	0.02414430991
637	0.02413235644
638	0.02412017816
639	0.02407399892
640	0.02405767108
641	0.02404941484
642	0.02400865955
643	0.02398493722
644	0.02391206158
645	0.0238796944
646	0.02384169841
647	0.02378878134
648	0.02377436482
649	0.02376056188
650	0.02374343462
651	0.0237209106
652	0.02368180166
653	0.02365391495
654	0.02363182524
655	0.02359988569
656	0.02354501216
657	0.02351355591
658	0.02350310007
659	0.02344377012
660	0.02342829476
661	0.02339642382
662	0.02337445877
663	0.02335501582
664	0.02329448144
665	0.02327559885
666	0.0232409006
667	0.02321993597
668	0.0232103999
669	0.02318238984
670	0.02309691221
671	0.02306317223
672	0.02304608908
673	0.02301685557
674	0.02299306254
675	0.02297942741
676	0.02296846277
677	0.0229575883
678	0.02292005884
679	0.02287994031
680	0.02287209827
681	0.02285760469
682	0.02283818537
683	0.02279875756
684	0.02277927157
685	0.02275802578
686	0.0227540049
687	0.0227395301
688	0.02273225268
689	0.02271453258
690	0.02269179029
691	0.02265906606
692	0.02265536433
693	0.0226178731
694	0.02258126207
695	0.02256401399
696	0.02254221647
697	0.02253877203
698	0.02250130274
699	0.02246225103
700	0.02242265665
701	0.02236762891
702	0.02234982997
703	0.02230223706
704	0.02228510391
705	0.02227843924
706	0.02223927743
707	0.0222010194
708	0.02216857671
709	0.02211516254
710	0.0220452011
711	0.02202891177
712	0.02199761532
713	0.02198194905
714	0.02195020456
715	0.02193172893
716	0.02186746202
717	0.02184644235
718	0.02180395548
719	0.02178225079
720	0.0217548928
721	0.02170659947
722	0.02170083327
723	0.02168254145
724	0.02167988881
725	0.02163126028
726	0.02161983011
727	0.02160067892
728	0.02156830068
729	0.02154996452
730	0.02151789896
731	0.02149627831
732	0.02144885806
733	0.02142582552
734	0.02140658814
735	0.0213910999
736	0.02133472488
737	0.02133013079
738	0.02132270177
739	0.02130932781
740	0.02129501318
741	0.02127321523
742	0.02126083804
743	0.02122899523
744	0.02122381499
745	0.02122114548
746	0.02120317207
747	0.02119053692
748	0.02115106745
749	0.02109113251
750	0.02105864523
751	0.02104470837
752	0.02098591847
753	0.02093031875
754	0.02092798877
755	0.02088567641
756	0.02087353024
757	0.02085040401
758	0.02081742707
759	0.02079493285
760	0.02077513237
761	0.0207506728
762	0.02072106273
763	0.0207016488
764	0.02069161389
765	0.02067892874
766	0.02062372339
767	0.02058789081
768	0.02055940749
769	0.02055349141
770	0.02054910092
771	0.02053733295
772	0.02051248086
773	0.02048662964
774	0.02045956283
775	0.02044647123
776	0.02041473384
777	0.02036951999
778	0.02035756043
779	0.02034109981
780	0.02030310846
781	0.02030001219
782	0.02028425096
783	0.02025745865
784	0.02024930455
785	0.02021988664
786	0.02020159508
787	0.02016201931
788	0.02013144662
789	0.02011595793
790	0.02010994173
791	0.02009881244
792	0.02007227589
793	0.02005018954
794	0.02003523695
795	0.02000854948
796	0.01999782598
797	0.01998679868
798	0.01997741225
799	0.01995752364
800	0.01993328963
801	0.01991987769
802	0.01990561079
803	0.01986913644
804	0.01984091989
805	0.01979694119
806	0.0197670018
807	0.01976405961
808	0.01973404763
809	0.01971947528
810	0.01970815078
811	0.01969605309
812	0.01969312615
813	0.0196835031
814	0.01967620355
815	0.01965033538
816	0.01962675257
817	0.01960287514
818	0.01957559635
819	0.01956498622
820	0.0195621451
821	0.01952991468
822	0.01952733154
823	0.01947669295
824	0.01946500406
825	0.01944164675
826	0.01943214395
827	0.01941751645
828	0.01938480823
829	0.01937511554
830	0.01937129336
831	0.01934016337
832	0.01933348905
833	0.01932416251
834	0.01930665832
835	0.01927217781
836	0.0192537196
837	0.01923144853
838	0.01920598119
839	0.01917367468
840	0.01913644531
841	0.01913377167
842	0.01909258663
843	0.01908970659
844	0.019067043
845	0.01904102334
846	0.01901176531
847	0.01899762994
848	0.01898848608
849	0.01898014146
850	0.01895782867
851	0.01895281811
852	0.01892846519
853	0.01890386669
854	0.01889539087
855	0.01885925907
856	0.01882720177
857	0.0188042967
858	0.01875501387
859	0.01872602598
860	0.01870133996
861	0.01868700806
862	0.01862623686
863	0.01861359184
864	0.0185882048
865	0.01856000853
866	0.01851811089
867	0.01847935243
868	0.01844989342
869	0.01841626796
870	0.01836242694
871	0.01835324494
872	0.01832130728
873	0.01830483744
874	0.01828619769
875	0.01828339085
876	0.01824490185
877	0.01820674522
878	0.01818242563
879	0.01818018631
880	0.01816973975
881	0.01814851995
882	0.01811788061
883	0.01809047923
884	0.01806963913
885	0.01806567757
886	0.01803830114
887	0.01802933454
888	0.01802659794
889	0.01799033962
890	0.01798373056
891	0.01797774168
892	0.01795805501
893	0.01795118567
894	0.0179167825
895	0.01790545591
896	0.01787749882
897	0.01786416293
898	0.01784148214
899	0.01783261802
900	0.01781709506
901	0.01778099091
902	0.01776896865
903	0.01776637811
904	0.01774347532
905	0.01770406137
906	0.01769340417
907	0.01768750512
908	0.01765867562
909	0.01761477372
910	0.01755716668
911	0.01755506497
912	0.01753057269
913	0.01751104225
914	0.01749853471
915	0.01745679249
916	0.01741878005
917	0.01738608484
918	0.01737735848
919	0.01736304576
920	0.01732667591
921	0.01731980268
922	0.017294228
923	0.01727372483
924	0.01724003642
925	0.01719146635
926	0.01717851643
927	0.01715856853
928	0.01715658643
929	0.01715171071
930	0.01714933738
931	0.01710566409
932	0.0170640394
933	0.0170320495
934	0.01702745635
935	0.01702254171
936	0.01699067997
937	0.01696641831
938	0.01692830976
939	0.01690813331
940	0.01690397023
941	0.01688162259
942	0.01685814665
943	0.01684450615
944	0.0168194035
945	0.01676407932
946	0.01674747764
947	0.01674253038
948	0.01674051571
949	0.01672943838
950	0.01671965725
951	0.01669507241
952	0.01669287621
953	0.01667092699
954	0.01663603998
955	0.01661508883
956	0.01660242847
957	0.01658236476
958	0.01657819339
959	0.01655935468
960	0.01653419118
961	0.01651269011
962	0.01651094609
963	0.01649809691
964	0.01648785554
965	0.01646739069
966	0.01643216678
967	0.01642118254
968	0.01641955246
969	0.0164063731
970	0.01639498674
971	0.01637653402
972	0.01634168624
973	0.01632873007
974	0.01630772742
975	0.01629548103
976	0.016286023
977	0.01624486919
978	0.0162160096
979	0.01617656619
980	0.01613262981
981	0.01611099783
982	0.0160828507
983	0.01606319309
984	0.01604306417
985	0.0160345185
986	0.01603083504
987	0.01601824478
988	0.01600544904
989	0.01600338209
990	0.0159930536
991	0.01597526833
992	0.01595662141
993	0.0159467146
994	0.01592609827
995	0.01588551521
996	0.01587884079
997	0.01587129922
998	0.01585758618
999	0.01582498611
